Nome Estacão,Data,Humidade relativa média diária (%),Precipitação diária (mm),Temperatura do ar média diária (°C),Velocidade do vento média diária (m/s),Distrito
ÓBIDOS,23/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,24/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,25/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,26/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,27/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,28/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,29/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,30/09/1988 09:00,,0.0,,,Leiria
ÓBIDOS,01/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,02/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,03/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,04/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,05/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,06/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,07/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,08/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,09/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,10/10/1988 09:00,,0.3,,,Leiria
ÓBIDOS,11/10/1988 09:00,,13.0,,,Leiria
ÓBIDOS,12/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,13/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,14/10/1988 09:00,,43.5,,,Leiria
ÓBIDOS,15/10/1988 09:00,,0.4,,,Leiria
ÓBIDOS,16/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,17/10/1988 09:00,,1.0,,,Leiria
ÓBIDOS,18/10/1988 09:00,,12.3,,,Leiria
ÓBIDOS,19/10/1988 09:00,,15.0,,,Leiria
ÓBIDOS,20/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,21/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,22/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,23/10/1988 09:00,,1.8,,,Leiria
ÓBIDOS,24/10/1988 09:00,,0.5,,,Leiria
ÓBIDOS,25/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,26/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,27/10/1988 09:00,,17.0,,,Leiria
ÓBIDOS,28/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,29/10/1988 09:00,,0.0,,,Leiria
ÓBIDOS,30/10/1988 09:00,,12.5,,,Leiria
ÓBIDOS,31/10/1988 09:00,,2.6,,,Leiria
ÓBIDOS,01/11/1988 09:00,,0.6,,,Leiria
ÓBIDOS,02/11/1988 09:00,,10.6,,,Leiria
ÓBIDOS,03/11/1988 09:00,,0.7,,,Leiria
ÓBIDOS,04/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,05/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,06/11/1988 09:00,,5.2,,,Leiria
ÓBIDOS,07/11/1988 09:00,,16.0,,,Leiria
ÓBIDOS,08/11/1988 09:00,,1.0,,,Leiria
ÓBIDOS,09/11/1988 09:00,,3.0,,,Leiria
ÓBIDOS,10/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,11/11/1988 09:00,,2.0,,,Leiria
ÓBIDOS,12/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,13/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,14/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,15/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,16/11/1988 09:00,,0.3,,,Leiria
ÓBIDOS,17/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,18/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,19/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,20/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,21/11/1988 09:00,,4.5,,,Leiria
ÓBIDOS,22/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,23/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,24/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,25/11/1988 09:00,,10.0,,,Leiria
ÓBIDOS,26/11/1988 09:00,,2.5,,,Leiria
ÓBIDOS,27/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,28/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,29/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,30/11/1988 09:00,,0.0,,,Leiria
ÓBIDOS,01/12/1988 09:00,,11.5,,,Leiria
ÓBIDOS,02/12/1988 09:00,,0.8,,,Leiria
ÓBIDOS,03/12/1988 09:00,,2.5,,,Leiria
ÓBIDOS,04/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,05/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,06/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,07/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,08/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,09/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,10/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,11/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,12/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,13/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,14/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,15/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,16/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,17/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,18/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,19/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,20/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,21/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,22/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,23/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,24/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,25/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,26/12/1988 09:00,,2.0,,,Leiria
ÓBIDOS,27/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,28/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,29/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,30/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,31/12/1988 09:00,,0.0,,,Leiria
ÓBIDOS,01/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/01/1989 09:00,,9.0,,,Leiria
ÓBIDOS,08/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/01/1989 09:00,,1.5,,,Leiria
ÓBIDOS,11/01/1989 09:00,,21.5,,,Leiria
ÓBIDOS,12/01/1989 09:00,,1.0,,,Leiria
ÓBIDOS,13/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/01/1989 09:00,,20.0,,,Leiria
ÓBIDOS,27/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/01/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/02/1989 09:00,,3.0,,,Leiria
ÓBIDOS,02/02/1989 09:00,,3.0,,,Leiria
ÓBIDOS,03/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/02/1989 09:00,,1.5,,,Leiria
ÓBIDOS,09/02/1989 09:00,,6.5,,,Leiria
ÓBIDOS,10/02/1989 09:00,,5.0,,,Leiria
ÓBIDOS,11/02/1989 09:00,,4.5,,,Leiria
ÓBIDOS,12/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/02/1989 09:00,,11.0,,,Leiria
ÓBIDOS,22/02/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/02/1989 09:00,,9.0,,,Leiria
ÓBIDOS,24/02/1989 09:00,,28.5,,,Leiria
ÓBIDOS,25/02/1989 09:00,,7.0,,,Leiria
ÓBIDOS,26/02/1989 09:00,,3.5,,,Leiria
ÓBIDOS,27/02/1989 09:00,,6.0,,,Leiria
ÓBIDOS,28/02/1989 09:00,,3.5,,,Leiria
ÓBIDOS,01/03/1989 09:00,,0.7,,,Leiria
ÓBIDOS,02/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/03/1989 09:00,,6.5,,,Leiria
ÓBIDOS,17/03/1989 09:00,,10.0,,,Leiria
ÓBIDOS,18/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/03/1989 09:00,,0.5,,,Leiria
ÓBIDOS,28/03/1989 09:00,,18.0,,,Leiria
ÓBIDOS,29/03/1989 09:00,,20.0,,,Leiria
ÓBIDOS,30/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/03/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/04/1989 09:00,,0.5,,,Leiria
ÓBIDOS,03/04/1989 09:00,,15.0,,,Leiria
ÓBIDOS,04/04/1989 09:00,,9.5,,,Leiria
ÓBIDOS,05/04/1989 09:00,,3.0,,,Leiria
ÓBIDOS,06/04/1989 09:00,,4.0,,,Leiria
ÓBIDOS,07/04/1989 09:00,,2.5,,,Leiria
ÓBIDOS,08/04/1989 09:00,,18.5,,,Leiria
ÓBIDOS,09/04/1989 09:00,,17.7,,,Leiria
ÓBIDOS,10/04/1989 09:00,,4.0,,,Leiria
ÓBIDOS,11/04/1989 09:00,,1.5,,,Leiria
ÓBIDOS,12/04/1989 09:00,,3.0,,,Leiria
ÓBIDOS,13/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/04/1989 09:00,,3.0,,,Leiria
ÓBIDOS,16/04/1989 09:00,,0.5,,,Leiria
ÓBIDOS,17/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/04/1989 09:00,,1.0,,,Leiria
ÓBIDOS,21/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/04/1989 09:00,,1.5,,,Leiria
ÓBIDOS,24/04/1989 09:00,,5.5,,,Leiria
ÓBIDOS,25/04/1989 09:00,,13.5,,,Leiria
ÓBIDOS,26/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/04/1989 09:00,,1.5,,,Leiria
ÓBIDOS,29/04/1989 09:00,,2.5,,,Leiria
ÓBIDOS,30/04/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/05/1989 09:00,,3.0,,,Leiria
ÓBIDOS,13/05/1989 09:00,,1.5,,,Leiria
ÓBIDOS,14/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/05/1989 09:00,,5.5,,,Leiria
ÓBIDOS,23/05/1989 09:00,,19.0,,,Leiria
ÓBIDOS,24/05/1989 09:00,,3.5,,,Leiria
ÓBIDOS,25/05/1989 09:00,,1.0,,,Leiria
ÓBIDOS,26/05/1989 09:00,,0.5,,,Leiria
ÓBIDOS,27/05/1989 09:00,,1.0,,,Leiria
ÓBIDOS,28/05/1989 09:00,,3.0,,,Leiria
ÓBIDOS,29/05/1989 09:00,,59.0,,,Leiria
ÓBIDOS,30/05/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/05/1989 09:00,,2.0,,,Leiria
ÓBIDOS,01/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/06/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/07/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/08/1989 09:00,,0.7,,,Leiria
ÓBIDOS,08/08/1989 09:00,,1.7,,,Leiria
ÓBIDOS,09/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,19/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/08/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/09/1989 09:00,,2.0,,,Leiria
ÓBIDOS,08/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,14/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,15/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/09/1989 09:00,,4.5,,,Leiria
ÓBIDOS,18/09/1989 09:00,,4.5,,,Leiria
ÓBIDOS,19/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,24/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,25/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,28/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/09/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/10/1989 09:00,,31.5,,,Leiria
ÓBIDOS,03/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,04/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,08/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,12/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,13/10/1989 09:00,,4.0,,,Leiria
ÓBIDOS,14/10/1989 09:00,,11.0,,,Leiria
ÓBIDOS,15/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,16/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,17/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,18/10/1989 09:00,,9.0,,,Leiria
ÓBIDOS,19/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,20/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,21/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,22/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,23/10/1989 09:00,,52.5,,,Leiria
ÓBIDOS,24/10/1989 09:00,,13.0,,,Leiria
ÓBIDOS,25/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,26/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,27/10/1989 09:00,,3.0,,,Leiria
ÓBIDOS,28/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,29/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,30/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,31/10/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,02/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,03/11/1989 09:00,,4.5,,,Leiria
ÓBIDOS,04/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,05/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,06/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,07/11/1989 09:00,,2.0,,,Leiria
ÓBIDOS,08/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,09/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,10/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,11/11/1989 09:00,,2.0,,,Leiria
ÓBIDOS,12/11/1989 09:00,,33.5,,,Leiria
ÓBIDOS,13/11/1989 09:00,,19.5,,,Leiria
ÓBIDOS,14/11/1989 09:00,,2.0,,,Leiria
ÓBIDOS,15/11/1989 09:00,,2.5,,,Leiria
ÓBIDOS,16/11/1989 09:00,,1.0,,,Leiria
ÓBIDOS,17/11/1989 09:00,,7.0,,,Leiria
ÓBIDOS,18/11/1989 09:00,,20.5,,,Leiria
ÓBIDOS,19/11/1989 09:00,,24.5,,,Leiria
ÓBIDOS,20/11/1989 09:00,,9.0,,,Leiria
ÓBIDOS,21/11/1989 09:00,,8.5,,,Leiria
ÓBIDOS,22/11/1989 09:00,,6.5,,,Leiria
ÓBIDOS,23/11/1989 09:00,,36.5,,,Leiria
ÓBIDOS,24/11/1989 09:00,,22.0,,,Leiria
ÓBIDOS,25/11/1989 09:00,,2.5,,,Leiria
ÓBIDOS,26/11/1989 09:00,,41.5,,,Leiria
ÓBIDOS,27/11/1989 09:00,,9.5,,,Leiria
ÓBIDOS,28/11/1989 09:00,,2.5,,,Leiria
ÓBIDOS,29/11/1989 09:00,,8.0,,,Leiria
ÓBIDOS,30/11/1989 09:00,,0.0,,,Leiria
ÓBIDOS,01/12/1989 09:00,,2.0,,,Leiria
